N,TimeConsumed(μs),MemoryUsed(KB)
1822,1174,2592
1823,1175,2592
1824,1225,2592
1825,1202,2592
1826,1222,2592
1827,1197,2592
1828,1177,2592
1829,1207,2592
1830,1240,2592
1831,1269,2592
1832,1228,2592
1833,1244,2592
1834,1262,2592
1835,1270,2592
1836,1256,2592
1837,1245,2592
1838,1246,2592
1839,1215,2592
1840,1207,2592
1841,1201,2592
1842,1224,2592
1843,1195,2592
1844,1216,2592
1845,1203,2592
1846,1224,2592
1847,1239,2592
1848,1236,2592
1849,1210,2592
1850,1191,2592
1851,1215,2592
1852,1210,2592
1853,1228,2592
1854,1214,2592
1855,1204,2592
1856,1195,2592
1857,1199,2592
1858,1194,2592
1859,1203,2592
1860,1216,2592
1861,1213,2592
1862,1208,2592
1863,1248,2592
1864,1244,2592
1865,1202,2592
1866,1210,2592
1867,1217,2592
1868,1227,2592
1869,1213,2592
1870,1240,2592
1871,1221,2592
1872,1242,2592
1873,1214,2592
1874,1283,2592
1875,1222,2592
1876,1216,2592
1877,1221,2592
1878,1219,2592
1879,1225,2592
1880,1218,2592
1881,1214,2592
1882,1217,2592
1883,1246,2592
1884,1290,2592
1885,1213,2592
1886,1233,2592
1887,1236,2592
1888,1241,2592
1889,1250,2592
1890,1370,2592
1891,1257,2624
1892,1265,2624
1893,1249,2624
1894,1251,2624
1895,1230,2624
1896,1248,2624
1897,1275,2624
1898,1280,2624
1899,1250,2624
1900,1257,2624
1901,1263,2624
1902,1258,2624
1903,1252,2624
1904,1346,2624
1905,1268,2624
1906,1279,2640
1907,1308,2640
1908,1297,2640
1909,1318,2640
1910,1372,2640
1911,1287,2640
1912,1271,2656
1913,1260,2656
1914,1273,2656
1915,1271,2656
1916,1249,2656
1917,1356,2656
1918,1265,2656
1919,1261,2656
1920,1305,2656
1921,1282,2656
1922,1248,2656
1923,1295,2656
1924,1283,2656
1925,1251,2656
1926,1260,2656
1927,1271,2656
1928,1285,2656
1929,1267,2656
1930,1294,2656
1931,1298,2672
1932,1289,2672
1933,1307,2672
1934,1310,2672
1935,1253,2672
1936,1269,2672
1937,1279,2672
1938,1267,2672
1939,1259,2672
1940,1257,2672
1941,1256,2672
1942,1259,2672
1943,1269,2672
1944,1259,2672
1945,1259,2672
1946,1271,2672
1947,1274,2672
1948,1363,2672
1949,1271,2672
1950,1349,2672
1951,1284,2672
1952,1306,2672
1953,1365,2672
1954,1276,2672
1955,1289,2672
1956,1293,2672
1957,1308,2672
1958,1269,2672
1959,1272,2672
1960,1270,2672
1961,1282,2672
1962,1286,2672
1963,1353,2672
1964,1275,2672
1965,1300,2672
1966,1294,2672
1967,1308,2672
1968,1297,2672
1969,1325,2672
1970,1307,2672
1971,1298,2672
1972,1331,2672
1973,1369,2672
1974,1312,2672
1975,1303,2672
1976,1283,2672
1977,1279,2672
1978,1281,2672
1979,1286,2672
1980,1285,2672
1981,1284,2672
1982,1364,2672
1983,1321,2672
1984,1410,2672
1985,1425,2672
1986,1321,2672
1987,1310,2672
1988,1369,2672
1989,1338,2672
1990,1315,2672
1991,1333,2672
1992,1309,2672
1993,1300,2672
1994,1340,2672
1995,1338,2672
1996,1322,2672
1997,1317,2672
1998,1315,2672
1999,1335,2672
2000,1370,2672
2001,1330,2672
2002,1301,2672
2003,1301,2672
2004,1302,2672
2005,1442,2672
2006,1318,2688
2007,1312,2688
2008,1307,2688
2009,1307,2688
2010,1353,2688
2011,1331,2688
2012,1343,2688
2013,1376,2688
2014,1326,2704
2015,1326,2704
2016,1340,2704
2017,1330,2704
2018,1323,2704
2019,1396,2704
2020,1318,2704
2021,1333,2704
2022,1359,2704
2023,1479,2704
2024,1355,2704
2025,1347,2704
2026,1343,2704
2027,1337,2704
2028,1349,2704
2029,1313,2704
2030,1359,2704
2031,1354,2704
2032,1334,2704
2033,1320,2704
2034,1343,2704
2035,1327,2704
2036,1347,2704
2037,1425,2704
2038,1391,2704
2039,1329,2704
2040,1344,2704
2041,1364,2704
2042,1367,2704
2043,1346,2704
2044,1367,2704
2045,1463,2704
2046,1396,2720
2047,1402,2720
2048,1339,2720
2049,1354,2720
2050,1335,2720
2051,1328,2720
2052,1339,2720
2053,1383,2720
2054,1491,2720
2055,1352,2720
2056,1355,2720
2057,1381,2720
2058,1349,2720
2059,1343,2720
2060,1373,2720
2061,1483,2720
2062,1426,2720
2063,1367,2720
2064,1374,2720
2065,1371,2720
2066,1373,2720
2067,1379,2720
2068,1426,2720
2069,1402,2720
2070,1378,2720
2071,1370,2720
2072,1439,2720
2073,1415,2720
2074,1411,2720
2075,1361,2720
2076,1384,2720
2077,1368,2720
2078,1364,2720
2079,1626,2720
2080,1378,2720
2081,1372,2720
2082,1376,2720
2083,1375,2720
2084,1372,2720
2085,1463,2720
2086,1380,2720
2087,1382,2720
2088,1402,2720
2089,1362,2720
2090,1389,2720
2091,1373,2720
2092,1374,2720
2093,1384,2720
2094,1386,2720
2095,1370,2720
2096,1388,2720
2097,1374,2720
2098,1396,2720
2099,1386,2720
2100,1438,2720
2101,1403,2720
2102,1398,2720
2103,1412,2720
2104,1457,2720
2105,1386,2720
2106,1381,2720
2107,1389,2720
2108,1429,2720
2109,1418,2720
2110,1387,2720
2111,1394,2720
2112,1457,2720
2113,1404,2720
2114,1384,2720
2115,1420,2720
2116,1417,2720
2117,1412,2720
2118,1468,2720
2119,1431,2720
2120,1407,2720
2121,1480,2720
2122,1403,2720
2123,1400,2720
2124,1416,2720
2125,1393,2720
2126,1401,2720
2127,1394,2720
2128,1393,2720
2129,1407,2720
2130,1408,2720
2131,1420,2720
2132,1464,2720
2133,1432,2736
2134,1420,2736
2135,1428,2736
2136,1419,2736
2137,1421,2736
2138,1415,2736
2139,1475,2736
2140,1406,2736
2141,1403,2736
2142,1403,2736
2143,1406,2736
2144,1403,2736
2145,1407,2736
2146,1418,2736
2147,1408,2736
2148,1413,2736
2149,1407,2736
2150,1412,2736
2151,1404,2736
2152,1422,2736
2153,1415,2736
2154,1469,2736
2155,1409,2736
2156,1431,2736
2157,1430,2736
2158,1420,2736
2159,1431,2736
2160,1459,2736
2161,1461,2736
2162,1443,2736
2163,1445,2736
2164,1443,2736
2165,1496,2736
2166,1426,2736
2167,1428,2736
2168,1436,2736
2169,1440,2736
2170,1426,2736
2171,1443,2736
2172,1429,2736
2173,1429,2736
2174,1450,2736
2175,1447,2736
2176,1431,2736
2177,1431,2736
2178,1470,2736
2179,1533,2736
2180,1434,2736
2181,1437,2736
2182,1493,2736
2183,1533,2736
2184,1488,2736
2185,1462,2752
2186,1490,2752
2187,1485,2752
2188,1512,2752
2189,1514,2752
2190,1448,2768
2191,1462,2768
2192,1448,2768
2193,1446,2768
2194,1439,2768
2195,1460,2768
2196,1503,2768
2197,1493,2768
2198,1468,2768
2199,1450,2768
2200,1459,2768
2201,1443,2768
2202,1473,2768
2203,1457,2768
2204,1452,2768
2205,1449,2768
2206,1449,2768
2207,1465,2768
2208,1474,2768
2209,1460,2768
2210,1467,2768
2211,1507,2768
2212,1471,2768
2213,1517,2768
2214,1515,2768
2215,1469,2784
2216,1489,2784
2217,1459,2784
2218,1489,2784
2219,1493,2784
2220,1462,2784
2221,1470,2784
2222,1497,2784
2223,1503,2784
2224,1482,2784
2225,1504,2784
2226,1488,2784
2227,1524,2784
2228,1503,2784
2229,1481,2784
2230,1494,2784
2231,1470,2784
2232,1465,2784
2233,1474,2784
2234,1482,2784
2235,1473,2784
2236,1501,2784
2237,1508,2784
2238,1526,2784
2239,1479,2784
2240,1509,2784
2241,1510,2784
2242,1535,2784
2243,1609,2784
2244,1512,2784
2245,1525,2784
2246,1487,2784
2247,1498,2784
2248,1505,2784
2249,1520,2784
2250,1590,2784
2251,1501,2800
2252,1495,2800
2253,1496,2800
2254,1494,2800
2255,1491,2800
2256,1511,2800
2257,1487,2800
2258,1506,2800
2259,1505,2800
2260,1494,2800
2261,1532,2800
2262,1512,2800
2263,1519,2800
2264,1513,2800
2265,1514,2800
2266,1564,2800
2267,1506,2800
2268,1502,2800
2269,1504,2800
2270,1503,2800
2271,1513,2800
2272,1529,2800
2273,1510,2800
2274,1537,2800
2275,1513,2800
2276,1523,2800
2277,1584,2800
2278,1508,2800
2279,1504,2800
2280,1510,2800
2281,1515,2800
2282,1514,2800
2283,1507,2800
2284,1528,2800
2285,1573,2800
2286,1507,2800
2287,1506,2800
2288,1546,2800
2289,1555,2800
2290,1555,2800
2291,1528,2800
2292,1534,2800
2293,1554,2800
2294,1549,2800
2295,1518,2800
2296,1523,2800
2297,1511,2800
2298,1520,2800
2299,1530,2800
2300,1520,2800
2301,1524,2800
2302,1534,2800
2303,1527,2800
2304,1532,2800
2305,1532,2800
2306,1544,2800
2307,1552,2800
2308,1528,2800
2309,1543,2800
2310,1567,2800
2311,1549,2800
2312,1544,2800
2313,1538,2800
2314,1556,2800
2315,1613,2800
2316,1542,2800
2317,1534,2800
2318,1533,2800
2319,1536,2800
2320,1548,2800
2321,1540,2800
2322,1547,2800
2323,1539,2800
2324,1540,2800
2325,1565,2800
2326,1538,2800
2327,1538,2800
2328,1542,2800
2329,1593,2800
2330,1593,2800
2331,1661,2800
2332,1567,2800
2333,1548,2800
2334,1592,2800
2335,1607,2800
2336,1734,2800
2337,1583,2800
2338,1546,2800
2339,1558,2800
2340,1561,2800
2341,1548,2800
2342,1548,2800
2343,1552,2800
2344,1567,2800
2345,1561,2800
2346,1585,2800
2347,1552,2800
2348,1586,2800
2349,1574,2800
2350,1594,2800
2351,1570,2800
2352,1587,2800
2353,1595,2800
2354,1560,2800
2355,1570,2800
2356,1568,2800
2357,1586,2800
2358,1594,2800
2359,1569,2800
2360,1570,2816
2361,1573,2816
2362,1572,2816
2363,1564,2816
2364,1568,2816
2365,1569,2816
2366,1571,2816
2367,1569,2816
2368,1609,2816
2369,1568,2816
2370,1577,2816
2371,1572,2816
2372,1591,2816
2373,1587,2816
2374,1596,2816
2375,1586,2816
2376,1609,2816
2377,1609,2816
2378,1641,2816
2379,1626,2816
2380,1578,2816
2381,1619,2816
2382,1594,2832
2383,1584,2832
2384,1585,2832
2385,1586,2832
2386,1589,2832
2387,1587,2832
2388,1591,2832
2389,1583,2832
2390,1587,2832
2391,1591,2832
2392,1581,2832
2393,1591,2832
2394,1597,2832
2395,1593,2832
2396,1595,2832
2397,1590,2832
2398,1595,2832
2399,1605,2832
2400,1621,2832
2401,1610,2832
2402,1597,2832
2403,1600,2832
2404,1603,2832
2405,1609,2832
2406,1778,2832
2407,1728,2832
2408,1644,2848
2409,1602,2848
2410,1603,2848
2411,1627,2848
2412,1803,2848
2413,1621,2864
2414,1635,2864
2415,1657,2864
2416,1644,2864
2417,1652,2864
2418,1619,2864
2419,1792,2864
2420,1667,2864
2421,1613,2864
2422,1614,2864
2423,1621,2864
2424,1617,2864
2425,1621,2864
2426,1614,2864
2427,1658,2864
2428,1616,2864
2429,1622,2864
2430,1614,2864
2431,1620,2864
2432,1618,2864
2433,1651,2864
2434,1687,2864
2435,1641,2864
2436,1647,2864
2437,1691,2864
2438,1651,2864
2439,1653,2864
2440,1648,2864
2441,1633,2864
2442,1628,2864
2443,1639,2864
2444,1628,2864
2445,1627,2864
2446,1646,2864
2447,1626,2864
2448,1630,2864
2449,1643,2864
2450,1631,2864
2451,1628,2864
2452,1630,2864
2453,1631,2864
2454,1644,2864
2455,1711,2864
2456,1779,2864
2457,1655,2864
2458,1658,2864
2459,1636,2864
2460,1686,2864
2461,1686,2864
2462,1751,2864
2463,1670,2864
2464,1637,2864
2465,1639,2864
2466,1643,2864
2467,1646,2864
2468,1642,2864
2469,1667,2864
2470,1755,2864
2471,1658,2864
2472,1692,2864
2473,1789,2864
2474,1672,2864
2475,1671,2864
2476,1681,2864
2477,1684,2864
2478,1693,2864
2479,1646,2864
2480,1659,2864
2481,1665,2864
2482,1652,2864
2483,1653,2864
2484,1652,2864
2485,1651,2864
2486,1660,2864
2487,1654,2864
2488,1648,2864
2489,1656,2864
2490,1667,2864
2491,1690,2864
2492,1671,2864
2493,1652,2864
2494,1665,2864
2495,1743,2864
2496,1665,2864
2497,1663,2864
2498,1696,2864
2499,1692,2864
2500,1803,2864
2501,1692,2864
2502,1778,2864
2503,1670,2864
2504,1671,2864
2505,1670,2864
2506,1711,2864
2507,1678,2864
2508,1674,2864
2509,1675,2864
2510,1720,2864
2511,1686,2864
2512,1678,2864
2513,1680,2864
2514,1681,2864
2515,1720,2864
2516,1701,2864
2517,1689,2864
2518,1680,2864
2519,1688,2864
2520,2107,2864
2521,1854,2864
2522,1724,2880
2523,1718,2880
2524,1724,2880
2525,1750,2880
2526,1784,2880
2527,1798,2880
2528,1752,2880
2529,1751,2880
2530,1762,2880
2531,1740,2880
2532,1843,2880
2533,1868,2880
2534,3386,2880
2535,2974,2880
2536,2236,2880
2537,2127,2880
2538,2837,2896
2539,4850,2912
2540,6749,2912
2541,2433,2912
2542,10767,2912
2543,16201,2912
2544,11876,2912
2545,4591,2912
2546,2899,2912
2547,1944,2912
2548,4142,2912
2549,5511,2912
2550,4139,2912
2551,4149,2912
2552,4426,2912
2553,2281,2912
2554,1935,2912
2555,1902,2912
2556,2175,2912
2557,2561,2912
2558,7620,2912
2559,22069,2912
2560,17160,2912
2561,6445,2912
2562,5124,2912
2563,5413,2912
2564,5369,2912
2565,4304,2912
2566,2133,2912
2567,2448,2912
2568,1915,2912
2569,1911,2912
2570,1852,2912
2571,3993,2912
2572,2849,2928
2573,1831,2928
2574,2589,2928
2575,1912,2928
2576,2018,2928
2577,2815,2928
2578,1987,2928
2579,2042,2928
2580,2121,2928
2581,3004,2928
2582,1846,2928
2583,1809,2928
2584,1927,2928
2585,1861,2928
2586,1844,2928
2587,1877,2928
2588,1874,2928
2589,1926,2928
2590,1878,2928
2591,1869,2928
2592,1801,2928
2593,1829,2944
2594,2023,2944
2595,1842,2944
2596,1765,2944
2597,1914,2944
2598,1884,2944
2599,1909,2944
2600,1895,2944
2601,1897,2944
2602,1898,2944
2603,1899,2944
2604,1903,2944
2605,1806,2960
2606,1797,2960
2607,1967,2960
2608,1950,2960
2609,1929,2960
2610,1927,2960
2611,1980,2960
2612,1855,2960
2613,2016,2960
2614,1855,2960
2615,1816,3024
2616,1843,3024
2617,1824,3024
2618,2118,3024
2619,1982,3024
2620,1974,3024
2621,1927,3024
2622,2080,3024
2623,3101,3040
2624,2993,3040
2625,2949,3040
2626,1897,3040
2627,1920,3040
2628,1875,3040
2629,1795,3040
2630,1805,3040
2631,1886,3040
2632,1914,3040
2633,1890,3040
2634,1930,3040
2635,1893,3040
2636,1878,3040
2637,1927,3040
2638,2006,3040
2639,1962,3040
2640,1875,3040
2641,7895,3040
2642,1928,3040
2643,1984,3040
2644,2063,3040
2645,1882,3040
2646,1872,3040
2647,1848,3040
2648,1958,3040
2649,2000,3040
2650,2459,3040
2651,2121,3040
2652,1955,3040
2653,2017,3040
2654,2053,3040
2655,1984,3040
2656,2666,3040
2657,1997,3040
2658,2059,3040
2659,2170,3040
2660,1947,3040
2661,1884,3040
2662,1938,3040
2663,2131,3040
2664,1971,3040
2665,1939,3040
2666,1819,3040
2667,1831,3040
2668,1962,3040
2669,1911,3040
2670,1920,3040
2671,1901,3040
2672,2251,3040
2673,2023,3040
2674,1855,3040
2675,1992,3040
2676,1987,3040
2677,1822,3040
2678,1878,3040
2679,1963,3040
2680,1920,3040
2681,1805,3040
2682,1808,3040
2683,1813,3040
2684,1806,3040
2685,1881,3040
2686,1935,3040
2687,1832,3040
2688,1908,3040
2689,2157,3040
2690,2019,3040
2691,2098,3040
2692,2066,3040
2693,2007,3040
2694,1977,3040
2695,1924,3040
2696,1878,3040
2697,2209,3040
2698,1959,3040
2699,1955,3040
2700,1850,3040
2701,1844,3040
2702,1925,3040
2703,1925,3056
2704,1895,3056
2705,1927,3056
2706,2227,3056
2707,1967,3056
2708,1965,3056
2709,1958,3056
2710,1877,3056
2711,1832,3056
2712,1919,3056
2713,1969,3056
2714,1916,3056
2715,1847,3056
2716,1845,3056
2717,1963,3056
2718,2409,3056
2719,3183,3056
2720,2012,3056
2721,2491,3056
2722,2682,3056
2723,1991,3056
2724,1857,3056
2725,2036,3056
2726,2038,3056
2727,2034,3056
2728,1995,3056
2729,2212,3056
2730,3193,3056
2731,2489,3056
2732,1985,3056
2733,1973,3056
2734,1947,3056
2735,1926,3056
2736,1958,3056
2737,2183,3056
2738,1976,3072
2739,1916,3072
2740,1848,3072
2741,1849,3072
2742,1847,3072
2743,1927,3072
2744,1863,3072
2745,1886,3072
2746,1989,3072
2747,1978,3072
2748,1991,3072
2749,1920,3072
2750,1945,3072
2751,1857,3072
2752,1847,3072
2753,1993,3072
2754,1927,3072
2755,2020,3072
2756,1940,3072
2757,1958,3072
2758,1956,3072
2759,1889,3072
2760,1873,3072
2761,1964,3072
2762,1890,3072
2763,1859,3072
2764,1870,3072
2765,1858,3072
2766,2000,3072
2767,1874,3072
2768,1937,3072
2769,1954,3072
2770,1955,3072
2771,1988,3072
2772,2041,3072
2773,1914,3072
2774,1896,3072
2775,1894,3072
2776,1877,3072
2777,1888,3072
2778,1869,3072
2779,1938,3072
2780,1915,3072
2781,1964,3072
2782,1923,3072
2783,1951,3072
2784,2138,3072
2785,1921,3072
2786,1877,3072
2787,2044,3072
2788,1918,3072
2789,1991,3072
2790,1928,3072
2791,1907,3072
2792,1882,3072
2793,1880,3072
2794,1883,3072
2795,1911,3072
2796,1927,3072
2797,1902,3072
2798,1895,3072
2799,1893,3072
2800,2041,3072
2801,1937,3072
2802,1910,3072
2803,1911,3072
2804,2166,3072
2805,1916,3072
2806,1981,3072
2807,1903,3072
2808,1934,3072
2809,1966,3072
2810,1931,3072
2811,1909,3072
2812,1918,3072
2813,1889,3072
2814,1893,3072
2815,1909,3088
2816,1894,3088
2817,1936,3088
2818,1924,3104
2819,1897,3104
2820,1899,3104
2821,2098,3104
2822,2055,3104
2823,1947,3104
2824,1922,3104
2825,1943,3104
2826,1945,3104
2827,1909,3104
2828,1911,3104
2829,1938,3104
2830,1943,3104
2831,1903,3104
2832,1907,3104
2833,2026,3104
2834,1965,3104
2835,1909,3104
2836,1914,3104
2837,1936,3104
2838,1920,3104
2839,1952,3104
2840,1994,3104
2841,1915,3104
2842,1913,3104
2843,1934,3104
2844,1966,3104
2845,1990,3104
2846,1945,3104
2847,2010,3104
2848,1920,3104
2849,1913,3104
2850,1924,3104
2851,1916,3104
2852,1923,3104
2853,1936,3104
2854,1919,3104
2855,1922,3104
2856,2022,3104
2857,1926,3104
2858,1928,3104
2859,1919,3104
2860,1923,3104
2861,1927,3104
2862,1934,3104
2863,1944,3104
2864,1949,3104
2865,1982,3104
2866,1962,3104
2867,1973,3104
2868,2023,3104
2869,1969,3104
2870,1930,3104
2871,1931,3104
2872,1936,3104
2873,2071,3104
2874,1978,3120
2875,1938,3120
2876,1940,3136
2877,1937,3136
2878,1933,3136
2879,1940,3136
2880,1935,3136
2881,1945,3136
2882,1943,3136
2883,1936,3136
2884,1940,3136
2885,1944,3136
2886,1978,3136
2887,2033,3136
2888,1959,3136
2889,1946,3136
2890,2034,3136
2891,1951,3136
2892,1949,3136
2893,1955,3136
2894,1942,3136
2895,1949,3136
2896,1986,3136
2897,1951,3136
2898,1952,3136
2899,1951,3136
2900,1954,3136
2901,1959,3136
2902,1949,3136
2903,2037,3136
2904,2069,3136
2905,1953,3136
2906,2005,3136
2907,1993,3136
2908,2029,3136
2909,1985,3136
2910,1972,3136
2911,2007,3136
2912,1970,3136
2913,1960,3136
2914,1965,3136
2915,1960,3136
2916,1973,3136
2917,1981,3136
2918,1963,3136
2919,1968,3136
2920,1971,3136
2921,1965,3136
2922,1969,3136
2923,2046,3136
2924,2117,3152
2925,1988,3152
2926,1975,3168
2927,1975,3168
2928,2031,3168
2929,2016,3168
2930,2006,3168
2931,2035,3168
2932,2034,3168
2933,1982,3168
2934,1978,3168
2935,1982,3168
2936,1979,3168
2937,1980,3168
2938,1983,3168
2939,2027,3168
2940,1986,3168
2941,1984,3168
2942,1980,3168
2943,1993,3168
2944,2085,3168
2945,2007,3168
2946,1992,3168
2947,1998,3168
2948,2004,3168
2949,2051,3168
2950,2036,3168
2951,2004,3168
2952,2065,3168
2953,2028,3168
2954,2007,3168
2955,2087,3168
2956,2033,3200
2957,2036,3200
2958,2006,3200
2959,2013,3200
2960,2004,3200
2961,1989,3200
2962,1998,3200
2963,2013,3200
2964,1995,3200
2965,2015,3200
2966,2003,3200
2967,2007,3200
2968,2015,3200
2969,2027,3200
2970,2005,3200
2971,2094,3200
2972,2029,3200
2973,2076,3200
2974,2008,3200
2975,2024,3200
2976,2005,3200
2977,2012,3200
2978,2008,3200
2979,2027,3200
2980,2003,3200
2981,2010,3200
2982,2015,3200
2983,2017,3200
2984,2012,3200
2985,2018,3200
2986,2008,3200
2987,2027,3200
2988,2070,3200
2989,2014,3200
2990,2063,3200
2991,2041,3200
2992,2031,3200
2993,2019,3200
2994,2021,3200
2995,2034,3200
2996,2076,3200
2997,2034,3200
2998,2019,3200
2999,2025,3200
3000,2047,3200
3001,2205,3200
3002,2046,3216
3003,2261,3232
3004,2213,3248
3005,2142,3248
3006,2116,3248
3007,2116,3248
3008,2118,3248
3009,2040,3248
3010,2189,3248
3011,2299,3248
3012,2163,3248
3013,2151,3248
3014,2110,3248
3015,2248,3248
3016,2093,3248
3017,2041,3248
3018,2125,3248
3019,2053,3248
3020,2141,3248
3021,2122,3248
3022,2077,3248
3023,2115,3248
3024,2045,3248
3025,2068,3248
3026,2050,3248
3027,2107,3248
3028,2130,3264
3029,2084,3264
3030,2083,3264
3031,2150,3264
3032,2097,3264
3033,2146,3264
3034,2094,3264
3035,2136,3264
3036,2086,3264
3037,2194,3264
3038,2061,3264
3039,2085,3264
3040,2069,3264
3041,2063,3264
3042,2058,3264
3043,2114,3264
3044,2097,3264
3045,2110,3280
3046,2101,3280
3047,2090,3280
3048,2137,3296
3049,2100,3296
3050,2068,3296
3051,2097,3296
3052,2075,3296
3053,2085,3296
3054,2114,3296
3055,2177,3296
3056,2099,3296
3057,2134,3296
3058,2072,3296
3059,2096,3296
3060,2087,3296
3061,2074,3296
3062,2079,3296
3063,2096,3296
3064,2133,3296
3065,2104,3296
3066,2098,3296
3067,2113,3296
3068,2125,3296
3069,2124,3296
3070,2078,3296
3071,2090,3296
3072,2070,3296
3073,2119,3296
3074,2114,3296
3075,2131,3296
3076,2136,3296
3077,2105,3296
3078,2087,3296
3079,2156,3296
3080,2074,3296
3081,2083,3296
3082,2086,3296
3083,2104,3296
3084,2087,3296
3085,2103,3296
3086,2081,3296
3087,2174,3296
3088,2116,3296
3089,2101,3296
3090,2179,3296
3091,2118,3296
3092,2094,3296
3093,2107,3296
3094,2097,3296
3095,2137,3296
3096,2193,3296
3097,2096,3296
3098,2114,3296
3099,2104,3296
3100,2094,3296
3101,2102,3296
3102,2100,3296
3103,2098,3296
3104,2105,3296
3105,2101,3296
3106,2101,3296
3107,2117,3296
3108,2102,3296
3109,2102,3296
3110,2166,3296
3111,2124,3296
3112,2126,3296
3113,2128,3296
3114,2141,3296
3115,2131,3296
3116,2195,3296
3117,2105,3296
3118,2114,3296
3119,2115,3296
3120,2136,3296
3121,2142,3296
3122,2134,3296
3123,2118,3296
3124,2125,3296
3125,2115,3296
3126,2131,3296
3127,2137,3296
3128,2131,3296
3129,2136,3296
3130,2141,3296
3131,2129,3296
3132,2140,3296
3133,2136,3296
3134,2140,3296
3135,2286,3296
3136,2307,3296
3137,2207,3296
3138,2261,3296
3139,2271,3296
3140,2250,3296
3141,2278,3296
3142,2281,3296
3143,2385,3296
3144,2570,3296
3145,2376,3296
3146,2459,3312
3147,2282,3328
3148,2357,3328
3149,2320,3344
3150,2314,3344
3151,2322,3344
3152,2312,3344
3153,2301,3344
3154,2309,3344
3155,2311,3344
3156,2317,3344
3157,2312,3344
3158,2299,3344
3159,2312,3344
3160,2314,3344
3161,2504,3344
3162,2336,3376
3163,2783,3376
3164,2564,3376
3165,2375,3376
3166,2888,3376
3167,2427,3392
3168,2412,3408
3169,3125,3424
3170,3436,3424
3171,2490,3424
3172,2847,3424
3173,2616,3424
3174,2338,3424
3175,2324,3424
3176,2317,3424
3177,2674,3424
3178,3858,3424
3179,2498,3424
3180,2407,3424
